1	9105
1	10299
1	35383
1	37502
1	40877
1	54650
1	54666
1	54668
1	72644
1	166244
1	194214
1	196061
1	207157
1	207457
1	209884
1	212355
1	234590
1	234677
1	234701
1	234739
1	234816
1	234827
1	234831
1	234875
1	234961
1	235090
1	235307
1	235310
1	235329
1	235332
1	235345
1	235347
1	235349
1	235372
1	235382
1	235521
1	235532
1	235628
1	235835
1	235933
1	236040
1	236137
1	236147
1	236166
1	236192
1	236273
1	236495
1	239461
1	239462
1	240185
1	240189
1	240986
1	241312
1	241337
1	241651
1	242719
1	243167
1	243189
1	243440
1	243611
1	245564
1	246151
1	246337
1	246421
1	247986
1	251296
1	251507
1	252992
1	253063
1	254090
1	254101
1	254227
1	254521
1	255030
1	255039
1	255040
1	255108
1	255380
1	255409
1	255416
1	256578
1	256592
1	256593
1	256637
1	256644
1	256646
1	256649
1	256652
1	256785
1	257118
1	257177
1	257181
1	258229
1	258243
1	258281
1	258301
1	258302
1	258341
1	259154
1	260505
1	260508
1	260526
1	260563
1	261396
1	261441
1	261448
1	261461
1	261464
1	262340
1	262345
1	262450
1	262662
1	262741
1	262746
1	262915
1	263168
1	263174
1	263187
1	263285
1	263511
1	263686
1	263688
1	263694
1	263697
1	263702
1	263717
1	263726
1	263733
1	263932
1	263934
1	263946
1	263974
1	263980
1	264144
1	264183
1	264187
1	264198
1	264515
1	270691
1	270708
1	270722
1	270747
1	270776
1	270792
1	270800
1	270815
1	270824
1	270879
1	271064
1	271139
1	271227
1	271234
1	271277
1	271308
1	271324
1	271331
1	271332
1	271348
1	271375
1	271417
1	271450
1	271452
1	271526
1	271532
1	271588
1	271620
1	271628
1	271636
1	271638
1	271640
1	271643
1	271651
1	271688
1	271715
1	271732
1	271751
1	271764
1	271835
1	271843
1	271915
1	271971
1	272091
1	272133
1	272134
1	272139
1	272164
1	272190
1	272198
1	272203
1	272217
1	281087
1	281701
1	281834
1	282670
1	282841
1	283179
1	283225
1	284031
1	284142
1	284476
1	284523
1	284551
1	284617
1	285735
1	286031
1	286193
1	286692
1	287474
1	287482
1	287713
1	287727
1	287859
1	288048
1	288774
1	289166
1	289248
1	289429
1	289451
1	289707
1	289731
1	289749
1	289753
1	289902
1	290039
1	290101
1	290122
1	290167
1	290363
1	290524
1	290541
1	290551
1	290583
1	290663
1	290702
1	290722
1	291386
1	291416
1	292169
1	292180
1	292211
1	294338
1	294339
1	294353
1	294360
1	294383
1	294409
1	294413
1	294435
1	294454
1	294484
1	294485
1	294489
1	294507
1	294517
1	294543
1	294600
1	294635
1	294638
1	294664
1	294671
1	294724
1	294725
1	294728
1	294740
1	294742
1	294753
1	294785
1	294794
1	294811
1	294818
1	294829
1	294854
1	294889
1	295006
1	295012
1	295050
1	295314
1	295542
1	295640
1	295682
1	295688
1	295702
1	295713
1	296215
1	296218
1	296387
1	302035
1	302084
1	302101
1	302118
1	302250
1	302291
1	302550
1	302617
1	302631
1	302637
1	302692
1	303635
1	304244
1	304526
1	304685
1	304760
1	304786
1	304979
1	305352
1	305943
1	306052
1	306121
1	306562
1	306687
1	307098
1	307122
1	307340
1	307546
1	307786
1	308105
1	308271
1	308284
1	308302
1	308641
1	308647
1	308987
1	309017
1	309212
1	309276
1	309519
1	309758
1	309777
1	309851
1	310256
1	310392
1	310638
1	310701
1	310833
1	310916
1	310991
1	311223
1	311224
1	311672
1	311772
1	311890
1	312233
1	312239
1	312553
1	313146
1	313334
1	313835
1	314011
1	314136
1	314163
1	314340
1	314607
1	314754
1	314902
1	314933
1	315033
1	315732
1	315927
1	315987
1	316073
1	316412
1	316891
1	317450
1	317861
1	317868
1	317869
1	317965
1	317996
1	318021
1	318104
1	318121
1	318130
1	318160
1	318244
1	318247
1	318249
1	318749
1	318967
1	319092
1	319387
1	319416
1	319517
1	319653
1	319769
1	319942
1	319968
1	320002
1	320065
1	320334
1	320493
1	320567
1	321265
1	321358
1	321399
1	321531
1	321556
1	322209
1	322753
1	322792
1	322875
1	323223
1	323397
1	323699
1	323848
1	324048
1	324852
1	324856
1	324862
1	324978
1	325722
1	325945
1	326105
1	326225
1	326233
1	326245
1	326279
1	326665
1	326734
1	326735
1	327044
1	327247
1	327274
1	327300
1	327449
1	327535
1	327582
1	328051
1	328089
1	328205
1	328299
1	328570
1	328596
1	328664
1	328703
1	328713
1	328782
1	329117
1	329291
1	329421
1	329454
1	329608
